service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
14045,1,1,1,1,1,0,0,20200302,20201127
14046,1,1,1,1,1,0,1,20200302,20201127
14047,0,1,1,1,1,1,0,20200302,20201127
14048,0,0,0,0,0,0,1,20200302,20201127
14049,1,0,0,0,0,0,0,20200302,20201127
1405,0,0,0,0,0,0,1,20200302,20200510
14050,0,0,0,0,0,1,0,20200302,20201127
14051,0,0,0,0,0,0,1,20200302,20201127
14052,1,1,1,1,1,0,1,20200531,20201127
14053,1,1,1,1,1,0,0,20200307,20201127
14054,1,1,1,1,1,0,0,20200311,20200327
14055,1,1,1,1,1,0,0,20200311,20201127
14056,1,1,1,1,1,1,0,20200311,20200328
14057,1,1,1,1,1,1,1,20200311,20200328
14058,0,0,0,0,0,1,1,20200314,20200328
14059,0,0,0,0,0,1,1,20200311,20201127
1406,1,1,1,1,1,0,0,20200302,20201009
14060,1,1,1,1,1,1,1,20200311,20201127
14061,1,1,1,1,1,0,0,20200302,20200327
14062,1,1,1,1,1,0,0,20200302,20201127
14063,1,1,1,1,1,0,0,20200302,20200327
14064,0,0,0,0,0,1,0,20200302,20200328
14065,1,1,1,1,1,0,1,20200302,20200327
14066,1,1,1,1,1,1,1,20200302,20200328
14067,1,1,1,1,1,1,0,20200302,20200328
14068,0,0,0,0,0,1,1,20200302,20201127
14069,1,1,1,1,1,1,1,20200302,20201127
1407,0,0,0,0,0,1,0,20200302,20201010
14070,0,0,0,0,0,1,0,20200302,20201127
14071,1,1,1,1,1,1,0,20200302,20201127
14072,1,1,1,1,1,0,0,20200302,20201127
14073,1,1,1,1,1,0,0,20200224,20200302
14074,0,0,0,0,0,1,0,20200302,20201127
14075,0,0,0,0,0,0,1,20200302,20201127
14076,1,1,1,1,1,1,1,20200302,20201127
14077,1,1,1,1,1,1,1,20200302,20201127
14078,1,1,1,1,1,0,0,20200302,20200327
14079,1,1,1,1,1,0,0,20200302,20200327
1408,1,1,1,1,1,0,0,20200302,20201127
14080,1,1,1,1,1,0,0,20200407,20201127
14081,1,1,1,1,1,0,0,20200406,20201127
14082,1,1,1,1,1,1,0,20200407,20201127
14083,1,1,1,1,1,1,0,20200406,20201127
14084,0,0,0,0,0,1,0,20200411,20201127
14085,1,1,1,1,1,1,1,20200406,20201127
14086,0,0,0,0,0,0,1,20200412,20201127
14087,0,0,0,0,0,1,0,20200302,20201127
14088,1,0,0,0,0,0,0,20200302,20201127
14089,1,1,1,1,1,1,0,20200420,20201127
1409,1,1,1,1,1,1,0,20200302,20201127
14090,0,0,0,0,0,0,1,20200405,20201127
14091,1,1,1,1,1,0,1,20200302,20201127
14092,0,1,1,1,1,1,1,20200302,20200329
14093,0,0,0,0,0,0,1,20200302,20201127
14094,0,0,0,0,0,1,1,20200411,20201127
14095,0,0,0,0,0,0,1,20200302,20201127
14096,0,0,0,0,0,0,1,20200302,20201127
14097,0,0,0,0,0,1,0,20200302,20201127
14098,0,0,0,0,0,1,0,20200302,20201127
14099,0,0,0,0,0,1,1,20200302,20201127
141,0,0,0,0,0,0,1,20200517,20201127
1410,0,0,0,0,0,1,0,20200302,20201127
14100,1,0,0,0,0,0,1,20200302,20200329
14101,1,0,0,0,0,0,1,20200330,20201127
14102,0,1,1,1,1,1,0,20200302,20201127
14103,0,1,1,1,1,1,0,20200302,20201127
14104,1,1,1,1,1,0,0,20200302,20201127
14105,0,0,0,0,0,1,1,20200302,20201127
14106,1,1,1,1,1,0,0,20200302,20201127
14107,0,0,0,0,1,0,0,20200302,20201127
14108,1,1,1,1,0,0,0,20200302,20201127
14109,0,0,0,0,1,0,0,20200302,20201127
1411,1,1,1,1,1,1,0,20200302,20201010
14110,1,1,1,1,0,0,0,20200302,20201127
14111,1,1,1,1,1,0,0,20200302,20201127
14112,1,1,1,1,1,0,0,20200302,20201127
14113,1,1,1,1,1,1,0,20200302,20201127
14114,0,0,0,0,0,1,1,20200307,20201127
14115,1,1,1,1,1,0,0,20200302,20200328
14116,0,0,0,0,0,0,1,20200302,20200328
14117,0,1,1,1,1,1,0,20200302,20201127
14118,1,1,1,1,0,0,0,20200302,20201127
14119,0,0,0,0,0,1,1,20200302,20201127
1412,0,0,0,0,0,0,1,20200302,20201127
14120,1,1,1,1,1,0,0,20200302,20201127
14121,0,0,0,0,0,1,0,20200302,20201127
14122,1,1,1,1,1,1,0,20200302,20201127
14123,1,1,1,1,1,1,1,20200302,20200330
14124,1,1,1,1,1,1,0,20200331,20201127
14125,0,0,0,0,0,0,1,20200302,20201127
14126,1,1,1,1,1,0,0,20200302,20200303
14127,1,1,1,1,1,1,1,20200224,20200302
14128,1,1,1,1,1,1,0,20200224,20200302
14129,1,1,1,1,1,0,0,20200401,20201127
1413,0,0,0,0,0,0,1,20200517,20200913
14130,1,1,1,1,1,1,0,20200401,20201127
14131,1,1,1,1,1,0,0,20200302,20200327
14132,1,1,1,1,1,0,0,20200302,20200327
14133,1,1,1,1,1,1,0,20200302,20200328
14134,0,0,0,0,0,1,0,20200302,20201127
14135,1,1,1,1,1,0,0,20200302,20201127
14136,1,1,1,1,1,1,0,20200302,20201127
14137,1,1,1,1,1,1,1,20200302,20201127
14138,0,0,0,0,0,0,1,20200302,20201127
14139,1,1,1,1,1,0,0,20200302,20201127
1414,0,0,0,0,0,0,1,20200302,20200510
14140,0,0,0,1,0,0,0,20200302,20201127
14141,1,0,0,0,0,0,0,20200302,20201127
14142,1,1,1,1,1,1,0,20200302,20201121
14143,1,1,1,1,1,0,0,20200302,20201121
14144,0,0,0,0,0,1,0,20200302,20201121
14145,1,1,1,1,1,0,0,20200302,20201120
14146,1,1,1,1,1,1,1,20200302,20201127
14147,0,0,0,0,0,1,0,20200302,20201127
14148,1,1,1,1,1,1,0,20200302,20201121
14149,0,0,0,0,0,1,0,20200302,20201121
1415,0,0,0,0,0,0,1,20200302,20201127
14150,1,1,1,1,1,1,0,20200302,20201121
14151,0,0,0,0,0,0,1,20200302,20201121
14152,1,1,1,1,1,0,0,20200302,20201127
14153,0,0,0,0,0,1,0,20200302,20201127
14154,1,1,1,1,1,1,1,20200302,20201127
14155,0,0,0,0,0,1,0,20200302,20201127
14156,0,0,0,0,0,1,0,20200302,20201127
14157,1,1,1,1,1,1,1,20200302,20201127
14158,1,1,1,1,1,1,1,20200302,20201127
14159,0,0,0,0,0,1,0,20200302,20201127
1416,0,0,0,0,0,0,1,20200302,20201127
14160,1,1,1,1,1,0,0,20200302,20201127
14161,0,0,0,0,0,0,1,20200302,20201127
14162,0,0,0,0,1,0,0,20200302,20201127
14163,1,1,1,1,1,0,0,20200302,20201127
14164,1,1,1,1,1,0,0,20200302,20201127
14165,1,1,1,1,1,1,1,20200302,20201127
14166,1,1,1,1,1,0,0,20200302,20201127
14167,1,1,1,1,1,0,0,20200302,20201127
14168,1,1,1,1,1,0,0,20200302,20201127
14169,0,0,0,0,1,0,0,20200302,20201127
1417,1,1,1,1,1,1,0,20200302,20201127
14170,1,1,1,1,0,0,0,20200302,20201127
14171,1,1,1,1,0,0,0,20200302,20201127
14172,1,1,1,1,1,0,0,20200302,20201127
14173,1,0,0,0,0,0,0,20200302,20201127
14174,1,1,1,1,1,0,0,20200302,20201127
14175,1,1,1,1,1,0,0,20200302,20201127
14176,1,1,1,1,1,0,0,20200302,20201018
14177,0,0,0,1,0,0,0,20200302,20201018
14178,0,0,0,1,0,0,0,20200302,20201018
14179,0,1,0,0,0,0,0,20200302,20201018
1418,1,1,1,1,1,0,0,20200302,20200515
14180,0,1,0,1,0,0,0,20200302,20201018
14181,0,0,0,1,0,0,0,20200302,20201018
14182,0,0,1,0,0,0,0,20200302,20201127
14183,0,1,0,1,1,0,0,20200302,20201127
14184,1,0,1,0,0,0,0,20200302,20201127
14185,1,1,1,1,1,0,0,20200302,20201127
14186,1,1,1,1,1,0,0,20200302,20201127
14187,0,0,0,0,1,0,0,20200302,20201018
14188,1,1,1,1,0,0,0,20200302,20201018
14189,0,0,0,0,1,0,0,20200302,20201127
1419,0,0,0,0,0,1,0,20200302,20201127
14190,1,1,1,1,1,0,0,20200302,20201127
14191,1,1,1,1,1,0,0,20200302,20201127
14192,0,0,0,0,0,1,0,20200302,20201127
14193,1,1,1,1,0,0,0,20200302,20201127
14194,0,0,0,0,0,0,1,20200302,20201127
14195,1,1,1,1,1,0,0,20200302,20201127
14196,1,1,1,1,1,1,0,20200302,20201127
14197,0,0,0,0,0,0,1,20200302,20201127
14198,1,0,0,0,0,0,0,20200302,20201127
14199,1,1,1,1,1,0,0,20200302,20201127
142,1,1,0,1,1,1,0,20200302,20201127
1420,1,1,1,1,1,0,0,20200323,20200508
14200,1,1,1,1,1,0,0,20200302,20201127
14201,0,0,0,0,1,0,0,20200302,20201127
14202,1,1,1,1,0,0,0,20200302,20201127
14203,1,1,1,1,1,0,0,20200302,20201127
14204,0,0,0,0,1,0,0,20200302,20201127
14205,1,1,1,1,0,0,0,20200302,20201127
14206,0,0,0,0,1,0,0,20200302,20200626
14207,1,1,1,1,0,0,0,20200302,20200701
14208,1,1,1,1,1,0,0,20200302,20200701
14209,0,0,0,0,1,0,0,20200302,20201127
1421,1,1,1,1,1,0,0,20200504,20200508
14210,1,1,1,1,0,0,0,20200302,20201127
14211,0,0,0,0,1,0,0,20200302,20201127
14212,1,1,1,1,0,0,0,20200302,20201127
14213,0,0,0,1,0,0,0,20200806,20200806
14214,0,0,0,1,0,0,0,20200806,20200806
14215,1,0,1,1,0,0,0,20200302,20201127
14216,0,1,1,1,0,0,0,20200302,20201127
14217,0,1,0,1,0,0,0,20200302,20201127
14218,0,0,0,0,0,0,1,20200302,20201127
14219,1,0,0,0,1,0,0,20200302,20201127
1422,1,1,1,1,1,0,0,20200323,20200515
14220,0,0,0,0,0,0,1,20200503,20200927
14221,1,0,1,0,1,0,0,20200302,20201127
14222,0,1,0,1,0,0,0,20200302,20201127
14223,0,1,0,1,1,1,0,20200302,20201127
14224,0,0,0,0,0,0,1,20200302,20201127
14225,1,1,1,1,1,1,1,20200302,20201127
14226,1,1,0,1,1,1,0,20200302,20201127
14227,1,1,1,1,1,0,1,20200302,20201127
14228,0,0,0,0,0,1,1,20200503,20201127
14229,0,0,1,1,0,0,0,20200309,20201127
1423,0,0,0,0,0,1,1,20200315,20200418
14230,0,0,0,0,0,1,0,20200308,20201127
14231,0,0,1,1,1,1,0,20200309,20201127
14232,1,0,1,1,0,1,0,20200309,20201127
14233,0,0,0,0,1,0,0,20200308,20201127
14234,0,1,0,1,0,0,0,20200312,20201127
14235,1,0,0,0,0,0,0,20200308,20201127
14236,0,0,0,0,0,0,1,20200308,20201127
14237,0,1,0,0,0,0,0,20200308,20201127
14238,0,0,1,0,0,0,0,20200308,20201127
14239,0,1,0,1,0,0,0,20200505,20201127
1424,1,1,1,1,1,0,0,20200427,20200501
14240,0,0,0,1,0,0,0,20200308,20201127
14241,0,0,0,0,0,1,0,20200309,20201127
14242,1,0,1,0,0,0,0,20200309,20200429
14243,0,0,0,0,1,0,0,20200308,20201127
14244,1,0,1,0,1,1,0,20200313,20201127
14245,1,0,0,0,0,0,0,20200308,20201127
14246,1,0,1,0,1,0,0,20200313,20201127
14247,0,0,1,0,0,0,0,20200308,20201127
14248,0,0,0,0,0,0,1,20200308,20201127
14249,0,1,0,0,0,0,0,20200308,20201127
1425,0,0,0,0,0,0,1,20200302,20200510
14250,0,0,0,1,0,0,0,20200312,20201127
14251,0,1,0,0,0,0,0,20200310,20201127
14252,0,0,1,0,1,0,0,20200506,20201127
14253,0,0,0,0,1,0,0,20200311,20201127
14254,0,0,0,0,0,1,0,20200308,20201127
14255,0,0,0,0,1,0,0,20200308,20201127
14256,0,0,0,0,1,0,0,20200313,20200918
14257,0,0,0,0,1,0,0,20200403,20200508
14258,0,0,0,0,1,0,0,20200515,20200911
14259,0,0,0,0,1,1,0,20200529,20200801
1426,0,0,0,0,0,0,1,20200322,20200531
14260,0,0,0,0,1,0,0,20200313,20200925
14261,0,0,0,0,1,0,0,20200612,20200703
14262,0,0,0,0,1,0,0,20200626,20200925
14263,0,0,0,0,1,0,0,20200515,20200911
14264,0,1,0,0,0,0,0,20200505,20200602
14265,0,1,0,0,0,0,0,20200526,20200707
14266,0,1,0,0,0,0,0,20200313,20200925
14267,0,1,0,0,0,0,0,20200512,20200922
14268,0,0,0,0,1,0,0,20200503,20200928
14269,1,0,0,0,0,0,0,20200503,20200928
1427,0,0,0,0,0,0,1,20200322,20200531
14270,1,1,0,0,0,0,0,20200503,20200928
14271,1,0,1,1,0,1,0,20200504,20200928
14272,0,0,1,1,1,1,0,20200506,20200926
14273,0,0,0,0,0,0,1,20200503,20200928
14274,0,1,0,0,0,0,0,20200503,20200928
14275,0,1,0,0,0,0,0,20200503,20200928
14276,0,1,0,1,0,0,0,20200503,20200928
14277,0,0,1,0,0,0,0,20200503,20200928
14278,1,0,0,0,0,0,0,20200503,20200928
14279,0,0,0,0,1,0,0,20200503,20200928
1428,0,0,0,0,0,1,1,20200315,20200502
14280,1,0,1,1,0,0,0,20200503,20200928
14281,1,0,1,1,0,1,0,20200509,20200926
14282,0,0,0,0,1,0,0,20200503,20200928
14283,0,1,0,0,0,0,0,20200503,20200928
14284,0,0,0,0,0,0,1,20200517,20200823
14285,0,0,0,0,0,0,1,20200517,20200823
14286,0,0,0,0,0,0,1,20200524,20200712
14287,0,0,0,0,0,0,1,20200524,20200816
14288,0,0,0,0,0,0,1,20200517,20200823
14289,0,0,0,0,0,0,1,20200531,20200823
1429,0,0,0,0,0,1,0,20200302,20201127
14290,0,0,0,0,0,0,1,20200607,20200809
14291,0,0,0,0,0,0,1,20200517,20200823
14292,0,0,0,0,0,0,1,20200628,20200823
14293,0,0,0,0,0,0,1,20200517,20200823
14294,0,0,0,0,0,0,1,20200517,20200823
14295,0,0,0,0,0,0,1,20200517,20200823
14296,0,0,0,0,0,0,1,20200517,20200823
14297,0,0,0,0,0,0,1,20200517,20200823
14298,0,0,0,0,0,0,1,20200517,20200823
14299,1,1,1,1,1,1,1,20200327,20201031
143,1,1,1,1,1,1,0,20200302,20201127
1430,0,0,0,0,0,1,0,20200302,20201127
14300,0,0,0,0,1,1,0,20200302,20201127
14301,1,1,1,1,1,1,0,20200328,20201127
14302,1,1,1,1,1,0,0,20200302,20201127
14303,1,1,1,1,1,0,0,20200302,20201127
14304,1,1,1,1,0,0,1,20200302,20201127
14305,0,0,0,0,1,0,0,20200327,20201030
14306,1,1,1,1,1,1,1,20200302,20201127
14307,0,0,0,0,0,1,0,20200302,20201127
14308,0,0,0,0,0,1,1,20200302,20201127
14309,1,1,1,1,1,0,0,20200302,20201127
1431,0,0,0,0,0,0,1,20200302,20201127
14310,0,0,0,0,0,1,0,20200302,20201127
14311,0,0,0,0,0,0,1,20200302,20201127
14312,0,0,0,0,0,1,0,20200302,20201127
14313,1,1,1,1,1,0,0,20200302,20201127
14314,0,0,0,0,0,1,0,20200302,20201127
14315,1,1,1,1,1,1,0,20200302,20201127
14316,1,1,1,1,1,0,0,20200302,20201127
14317,0,0,0,0,0,1,0,20200302,20201127
14318,1,1,1,1,1,0,1,20200302,20201127
14319,0,0,0,0,0,0,1,20200302,20201127
1432,0,0,0,0,0,0,1,20200302,20201127
14320,1,1,1,1,1,1,0,20200302,20201127
14321,0,0,0,0,0,1,0,20200302,20201127
14322,1,1,1,1,1,0,0,20200302,20201127
14323,0,0,0,0,0,1,1,20200302,20201127
14324,0,0,0,0,0,1,0,20200302,20201127
14325,1,1,1,1,1,1,0,20200302,20201127
14326,1,1,1,1,1,0,0,20200302,20201127
14327,0,0,0,0,0,1,0,20200302,20201127
14328,0,0,0,0,0,0,1,20200302,20201127
14329,1,1,1,1,1,0,0,20200302,20201127
1433,0,0,0,0,0,0,1,20200302,20201127
14331,0,0,0,0,1,0,0,20200302,20201127
14332,1,1,1,1,1,0,0,20200302,20201127
14333,1,1,1,1,1,0,0,20200302,20201127
14334,1,1,1,1,1,1,0,20200302,20201127
14335,1,1,1,1,1,0,0,20200406,20201127
14336,1,1,1,1,1,0,0,20200302,20201127
14337,0,0,0,0,0,0,1,20200302,20201127
14338,1,1,1,1,1,0,0,20200302,20201127
14339,0,0,0,0,1,0,0,20200302,20201127
1434,1,1,1,1,1,0,0,20200518,20201009
14340,1,1,1,1,1,0,0,20200302,20201127
14341,0,0,0,0,0,1,0,20200302,20201127
14342,1,1,1,1,1,0,0,20200302,20201127
14343,1,1,1,1,1,0,0,20200302,20201127
14344,0,0,0,0,0,1,0,20200302,20201127
14345,1,1,1,1,1,0,0,20200302,20201127
14346,1,1,1,1,1,0,0,20200302,20201127
14347,1,1,1,1,1,0,0,20200302,20201127
14348,1,1,1,1,1,0,0,20200302,20201127
14349,0,1,1,0,1,0,0,20200302,20201127
1435,1,1,1,1,1,0,0,20201012,20201127
14350,0,0,1,0,0,0,0,20200302,20201127
14351,1,1,0,1,1,0,0,20200302,20201127
14352,0,1,0,1,0,0,0,20200302,20201127
14353,1,0,0,0,1,0,0,20200508,20201127
14354,1,1,1,1,1,0,0,20200302,20201127
14356,1,1,1,1,1,0,0,20200302,20201127
14357,1,1,1,1,1,1,0,20200302,20201127
14358,1,1,1,1,1,0,0,20200302,20201127
14359,1,1,1,1,1,0,0,20200302,20201127
1436,0,0,0,0,0,1,0,20200302,20200516
14360,1,1,1,1,1,0,0,20200302,20201127
14361,0,0,0,0,0,1,0,20200302,20201127
14362,1,1,1,1,1,0,0,20200302,20201127
14363,1,1,1,1,1,0,0,20200302,20201127
14364,1,1,1,1,1,0,0,20200401,20201127
14365,1,1,1,1,1,0,0,20200302,20201127
14366,1,1,1,1,1,0,0,20200302,20201127
14367,1,0,0,1,1,0,0,20200302,20201127
14368,1,0,1,0,1,0,0,20200302,20201127
14369,1,1,1,1,1,0,0,20200302,20201127
1437,0,0,0,0,0,0,1,20200302,20200510
14370,1,1,1,1,1,0,0,20200302,20201127
14371,1,1,1,1,1,0,0,20200302,20201127
14372,1,1,1,1,1,0,0,20200302,20201127
14373,1,1,1,1,1,0,0,20200302,20201127
14374,0,1,0,1,0,0,0,20200302,20201127
14375,1,0,1,0,1,0,0,20200302,20201127
14376,1,1,1,1,1,0,0,20200302,20201127
14377,0,0,0,0,0,1,0,20200302,20201127
14378,0,0,0,0,0,0,1,20200302,20201127
14379,1,1,1,1,1,0,0,20200302,20201127
1438,1,1,1,1,1,1,0,20200302,20201010
14380,1,1,1,1,0,0,0,20200302,20201127
14381,0,0,0,0,1,0,0,20200302,20201127
14382,1,0,1,0,1,1,0,20200302,20201127
14383,1,0,1,0,1,0,0,20200302,20201127
14384,1,1,1,1,1,0,0,20200302,20201127
14386,0,0,0,0,0,0,1,20200302,20201127
14387,0,0,0,0,0,1,0,20200302,20201127
14388,1,1,1,1,1,0,0,20200302,20201127
14389,1,1,1,1,1,0,0,20200302,20201127
1439,0,0,0,0,0,0,1,20200302,20201127
14390,0,1,0,1,0,0,0,20200302,20201127
14391,1,1,1,1,1,0,0,20200302,20201127
14392,1,1,0,1,1,0,0,20200302,20201127
14393,0,1,0,1,0,0,0,20200302,20201127
14394,1,1,1,1,1,1,0,20200302,20201127
14395,0,0,0,0,0,1,0,20200302,20201127
14396,0,0,1,0,0,0,0,20200302,20201127
14397,1,1,1,1,1,1,0,20200302,20201127
14398,1,1,1,1,1,0,0,20200302,20201127
14399,1,0,1,0,1,0,0,20200302,20201127
144,1,1,1,1,1,1,0,20200302,20201127
1440,0,0,0,0,0,0,1,20200302,20201127
14400,0,0,0,0,0,0,1,20200302,20201127
14401,1,1,1,1,1,0,0,20200302,20201127
14402,0,0,0,0,1,0,0,20200302,20201127
14403,1,1,1,1,1,0,0,20200302,20201127
14404,1,1,1,1,1,0,0,20200302,20201127
14405,0,0,0,0,0,1,0,20200302,20201127
14406,1,1,1,1,1,0,0,20200302,20201127
14407,1,1,1,1,1,0,0,20200302,20201127
14408,0,0,0,1,0,0,0,20200302,20201127
14409,1,1,1,1,0,0,0,20200302,20201127
1441,0,0,0,0,0,1,0,20200302,20201010
14410,0,0,0,0,0,0,1,20200302,20201127
14411,0,1,1,0,1,0,0,20200302,20201127
14412,0,0,0,0,0,1,0,20200302,20201127
14413,0,0,0,0,0,0,1,20200302,20201127
14414,0,0,0,0,0,1,0,20200302,20201127
14415,0,0,0,0,0,0,1,20200302,20201127
14416,1,1,1,1,1,0,0,20200302,20201127
14417,0,0,0,1,0,0,0,20200302,20201127
14418,1,1,1,1,1,0,0,20200302,20201127
14419,1,1,1,1,1,0,0,20200302,20201127
1442,0,0,0,0,0,0,1,20200302,20201127
14420,0,0,0,0,0,1,0,20200302,20201127
14421,1,1,1,1,1,0,0,20200302,20201127
14422,0,0,0,0,0,1,0,20200302,20201127
14423,1,1,1,1,1,1,0,20200302,20201127
14424,1,1,1,1,1,1,0,20200302,20201127
14425,1,1,1,1,1,0,0,20200302,20201127
14426,0,0,0,0,0,1,0,20200302,20201127
14427,0,0,0,0,0,0,1,20200302,20201127
14428,1,1,1,1,1,0,0,20200302,20201127
14429,1,1,1,1,1,0,0,20200302,20201127
1443,0,0,0,0,0,0,1,20200302,20200510
14430,0,0,0,0,0,1,0,20200302,20201127
14431,1,1,1,1,1,1,0,20200302,20201127
14432,0,0,0,0,0,0,1,20200302,20201127
14433,0,0,0,0,0,0,1,20200302,20201127
14434,1,1,1,1,1,0,0,20200302,20201127
14435,0,0,0,0,0,0,1,20200302,20201127
14436,1,1,1,1,1,0,0,20200302,20201127
14437,0,0,0,0,0,1,0,20200302,20201127
14438,0,0,0,0,0,0,1,20200302,20201127
14439,0,0,1,0,1,0,0,20200302,20201127
1444,0,0,0,0,0,0,1,20200302,20201127
14440,1,1,0,1,0,0,0,20200302,20201127
14441,1,1,0,1,0,0,0,20200302,20201127
14442,0,0,1,0,1,0,0,20200302,20201127
14443,1,1,1,1,1,1,0,20200302,20201127
14444,1,1,1,1,1,0,0,20200302,20201127
14445,0,0,0,0,0,1,0,20200302,20201127
14446,1,1,1,1,1,1,0,20200302,20201127
14447,1,1,1,1,1,1,0,20200302,20201127
14448,0,0,0,0,0,0,1,20200302,20201127
14449,1,1,1,1,1,1,0,20200302,20201127
1445,0,0,0,0,0,0,1,20200302,20201127
14450,0,0,0,0,0,0,1,20200302,20201127
14451,0,0,0,0,0,0,1,20200302,20201127
14452,1,1,1,1,1,1,1,20200302,20201127
14453,1,1,1,1,1,0,0,20200302,20201127
14454,0,0,0,0,0,0,1,20200302,20201127
14455,1,1,1,1,1,0,0,20200302,20201127
14456,0,0,0,0,0,1,0,20200302,20201127
14457,0,0,0,0,0,0,1,20200302,20201127
14458,1,1,1,1,1,0,0,20200302,20201127
14459,1,1,1,1,1,1,0,20200302,20201127
1446,0,0,0,0,0,0,1,20200302,20201127
14460,0,0,0,0,0,0,1,20200302,20201127
14461,0,0,0,0,0,1,0,20200302,20201127
14462,0,0,0,0,0,1,0,20200302,20201127
14463,1,1,1,1,1,1,0,20200302,20201127
14464,0,0,0,0,0,1,0,20200302,20201127
14465,1,1,1,1,1,0,0,20200302,20201127
14466,0,0,0,0,0,1,0,20200302,20201127
14467,0,0,0,0,0,0,1,20200302,20201127
14468,1,1,1,1,1,1,0,20200302,20201127
14469,1,1,1,1,1,1,0,20200302,20201127
1447,0,0,0,0,0,0,1,20200302,20201127
14470,1,1,1,1,1,0,0,20200302,20201127
14471,1,1,1,1,1,0,0,20200302,20201127
14472,1,1,1,1,1,0,0,20200302,20201127
14473,1,1,1,1,1,0,0,20200302,20201127
14474,1,1,1,1,1,1,0,20200302,20200318
14475,1,1,1,1,1,0,0,20200302,20200318
14476,0,0,0,0,0,1,0,20200302,20200318
14477,0,0,0,0,0,1,0,20200302,20201127
14478,1,1,1,1,1,0,0,20200302,20201127
14479,1,1,1,1,1,0,0,20200302,20201127
1448,0,0,0,0,0,0,1,20200302,20201127
14480,0,0,0,0,0,0,1,20200302,20201127
14481,0,0,0,0,0,0,1,20200302,20201127
14482,1,1,1,1,1,0,0,20200302,20200711
14483,1,1,1,1,1,1,1,20200302,20200711
14484,0,0,0,0,0,1,0,20200302,20200711
14485,1,1,1,1,1,1,0,20200302,20201127
14486,0,0,0,0,0,0,1,20200302,20201127
14487,1,1,1,1,1,1,0,20200302,20201127
14488,0,0,0,0,0,1,1,20200302,20201127
14489,1,1,1,1,1,0,0,20200302,20201127
1449,1,1,1,1,1,1,0,20200302,20201127
14490,0,0,0,0,0,1,0,20200302,20201127
14491,1,1,1,1,1,0,0,20200302,20201127
14492,0,0,0,0,0,0,1,20200302,20201127
14493,1,1,1,1,1,1,0,20200302,20201127
14494,1,1,1,1,1,0,0,20200302,20201127
14495,0,0,0,0,0,1,0,20200302,20201127
14496,0,0,0,0,0,0,1,20200302,20201127
14497,1,1,1,1,1,0,1,20200302,20201127
14498,1,1,1,1,1,1,0,20200302,20201127
14499,1,1,1,1,1,1,0,20200302,20201127
145,0,0,0,0,0,1,0,20200321,20200321
1450,0,0,0,0,0,0,1,20200302,20200510
14500,1,1,1,1,1,1,0,20200302,20201127
14501,0,0,0,0,0,1,0,20200302,20201127
14502,0,0,0,0,0,0,1,20200302,20201127
14503,1,1,1,1,1,1,0,20200302,20201127
14504,1,1,1,1,1,0,0,20200302,20201127
14505,1,1,1,1,1,0,0,20200302,20201127
14506,1,1,1,1,1,1,0,20200302,20201127
14507,1,1,1,1,1,0,0,20200302,20201127
14508,0,0,0,0,0,1,0,20200302,20201127
14509,0,0,0,0,0,0,1,20200302,20201127
1451,0,0,0,0,0,0,1,20200302,20201127
14510,1,1,1,1,1,1,0,20200302,20201127
14511,0,0,0,0,0,1,0,20200302,20201127
14512,1,1,1,1,1,1,0,20200302,20201127
14513,1,1,1,1,1,0,0,20200302,20201127
14514,0,0,0,0,0,1,0,20200302,20201127
14515,1,1,1,1,1,1,0,20200302,20201127
14516,1,1,1,1,1,1,0,20200302,20201127
14517,0,0,0,0,0,0,1,20200302,20201127
14518,0,0,0,0,0,0,1,20200302,20201127
14519,1,1,1,1,1,1,0,20200302,20201127
1452,1,1,1,1,1,1,0,20200302,20201127
14520,1,1,1,1,1,0,0,20200302,20201127
14521,0,0,0,0,0,1,0,20200302,20201127
14522,0,0,0,0,0,0,1,20200302,20201127
14523,1,1,1,1,1,1,0,20200302,20201127
14524,1,1,1,1,1,1,0,20200302,20201127
14525,1,1,1,1,1,1,0,20200302,20201127
14526,1,1,1,1,1,0,0,20200302,20201127
14527,1,1,1,1,1,1,0,20200302,20201127
14528,1,1,1,1,1,0,0,20200302,20201127
14529,0,0,0,0,0,1,0,20200302,20201127
1453,0,0,0,0,0,1,0,20200302,20200516
14530,1,1,1,1,1,0,0,20200302,20201127
14531,0,0,0,0,0,1,0,20200302,20201127
14532,1,1,1,1,1,1,0,20200302,20201127
14533,1,1,1,1,1,0,0,20200302,20201127
14534,1,1,1,1,1,1,0,20200302,20201127
14535,1,1,1,1,1,1,1,20200302,20201127
14536,1,1,1,1,1,0,0,20200302,20201127
14537,0,0,0,0,0,0,1,20200302,20201127
14538,1,1,1,1,1,1,1,20200302,20201127
14539,1,1,1,1,1,0,0,20200302,20201127
1454,0,0,0,0,0,0,1,20200302,20200510
14540,0,0,0,0,0,1,0,20200302,20201127
14541,0,0,0,0,0,0,1,20200302,20201127
14542,1,1,1,1,1,1,0,20200302,20201127
14543,1,1,1,1,1,0,0,20200302,20201127
14544,0,0,0,0,0,1,0,20200302,20201127
14545,1,1,1,1,1,1,0,20200302,20201127
14546,1,1,1,1,1,0,0,20200302,20201127
14547,1,1,1,1,1,0,0,20200302,20201127
14548,1,1,1,1,1,0,0,20200302,20201127
14549,1,1,1,1,1,0,0,20200302,20201127
1455,0,0,0,0,0,0,1,20200302,20200510
